"","year","state","rate"
"2469",1976,"Maryland",19.9
"2470",1976,"Massachusetts",0.74
"2471",1976,"Michigan",65.64
"2472",1976,"Minnesota",10.83
"2473",1976,"Mississippi",0.73
"2474",1976,"Missouri",4.8
"2475",1976,"Montana",65.89
"2476",1976,"Nebraska",3.52
"2477",1976,"Nevada",12.4
"2478",1976,"New Hampshire",1.13
"2479",1976,"New Jersey",8.56
"2480",1976,"New Mexico",1.3
"2481",1976,"New York",17.38
"2482",1976,"North Carolina",0.35
"2483",1976,"North Dakota",0.46
"2484",1976,"Ohio",6.76
"2485",1976,"Oklahoma",9.99
"2486",1976,"Oregon",7.12
"2487",1976,"Pennsylvania",28.5
"2488",1976,"Rhode Island",2.23
"2489",1976,"South Carolina",0.15
"2490",1976,"South Dakota",0.74
"2491",1976,"Tennessee",4.8
"2492",1976,"Texas",2.04
"2493",1976,"Utah",166.51
"2494",1976,"Vermont",34.37
"2495",1976,"Virginia",16.49
"2496",1976,"Washington",10.26
"2497",1976,"West Virginia",11.01
"2498",1976,"Wisconsin",88.54
"2499",1976,"Wyoming",0.97
"2500",1977,"Alabama",2.06
"2501",1977,"Alaska",15.07
"2502",1977,"Arizona",8.71
"2503",1977,"Arkansas",2.04
"2504",1977,"California",34.75
"2505",1977,"Colorado",15.7
"2506",1977,"Connecticut",25.02
"2507",1977,"Delaware",1.18
"2508",1977,"District Of Columbia",2.1
"2509",1977,"Florida",3.3
"2510",1977,"Georgia",14.41
"2511",1977,"Hawaii",4.73
"2512",1977,"Idaho",18.56
"2513",1977,"Illinois",16.56
"2514",1977,"Indiana",71.15
"2515",1977,"Iowa",123.72
"2516",1977,"Kansas",61.23
"2517",1977,"Kentucky",33.04
"2518",1977,"Louisiana",2.2
"2519",1977,"Maine",15.91
"2520",1977,"Maryland",8.48
"2521",1977,"Massachusetts",12.3
"2522",1977,"Michigan",13.5
"2523",1977,"Minnesota",68.06
"2524",1977,"Mississippi",2.08
"2525",1977,"Missouri",18.57
"2526",1977,"Montana",119.65
"2527",1977,"Nebraska",13.69
"2528",1977,"Nevada",10.87
"2529",1977,"New Hampshire",29.05
"2530",1977,"New Jersey",2.67
"2531",1977,"New Mexico",1.92
"2532",1977,"New York",26.19
"2533",1977,"North Carolina",0.93
"2534",1977,"North Dakota",4.74
"2535",1977,"Ohio",17.29
"2536",1977,"Oklahoma",1.72
"2537",1977,"Oregon",12.77
"2538",1977,"Pennsylvania",27.09
"2539",1977,"Rhode Island",6.76
"2540",1977,"South Carolina",3.28
"2541",1977,"South Dakota",10.62
"2542",1977,"Tennessee",15.75
"2543",1977,"Texas",13.99
"2544",1977,"Utah",1.75
"2545",1977,"Vermont",47.16
"2546",1977,"Virginia",50.79
"2547",1977,"Washington",12.41
"2548",1977,"West Virginia",13.87
"2549",1977,"Wisconsin",45.35
"2550",1977,"Wyoming",5.77
"2551",1978,"Alabama",3.43
"2552",1978,"Alaska",0.5
"2553",1978,"Arizona",2.52
"2554",1978,"Arkansas",0.96
"2555",1978,"California",2.81
"2556",1978,"Colorado",1.8
"2557",1978,"Connecticut",17.04
"2558",1978,"Delaware",1.87
"2559",1978,"District Of Columbia",0.3
"2560",1978,"Florida",11.6
"2561",1978,"Georgia",1.06
"2562",1978,"Hawaii",2.17
"2563",1978,"Idaho",0.43
"2564",1978,"Illinois",6.98
"2565",1978,"Indiana",3.95
"2566",1978,"Iowa",2.96
"2567",1978,"Kansas",4.5
"2568",1978,"Kentucky",3.35
"2569",1978,"Louisiana",21.25
"2570",1978,"Maine",117.78
"2571",1978,"Maryland",1.23
"2572",1978,"Massachusetts",5.45
"2573",1978,"Michigan",82.22
"2574",1978,"Minnesota",2.09
"2575",1978,"Mississippi",31.21
"2576",1978,"Missouri",3.53
"2577",1978,"Montana",13.86
"2578",1978,"Nebraska",0.51
"2579",1978,"Nevada",2.6
"2580",1978,"New Hampshire",7.15
"2581",1978,"New Jersey",1.01
"2582",1978,"New Mexico",NA
"2583",1978,"New York",10.44
"2584",1978,"North Carolina",2.15
"2585",1978,"North Dakota",27.44
"2586",1978,"Ohio",4.67
"2587",1978,"Oklahoma",0.91
"2588",1978,"Oregon",20.58
"2589",1978,"Pennsylvania",2.81
"2590",1978,"Rhode Island",0.85
"2591",1978,"South Carolina",6.44
"2592",1978,"South Dakota",NA
"2593",1978,"Tennessee",22.26
"2594",1978,"Texas",7.54
"2595",1978,"Utah",3.24
"2596",1978,"Vermont",10.52
"2597",1978,"Virginia",49.89
"2598",1978,"Washington",10.62
"2599",1978,"West Virginia",45.55
"2600",1978,"Wisconsin",33.27
"2601",1978,"Wyoming",NA
"2602",1979,"Alabama",3.35
"2603",1979,"Alaska",4.48
"2604",1979,"Arizona",3.25
"2605",1979,"Arkansas",0.47
"2606",1979,"California",4.08
"2607",1979,"Colorado",2.48
"2608",1979,"Connecticut",0.12
"2609",1979,"Delaware",0.17
"2610",1979,"District Of Columbia",0.16
"2611",1979,"Florida",6.2
"2612",1979,"Georgia",10.14
"2613",1979,"Hawaii",7.95
"2614",1979,"Idaho",2.34
"2615",1979,"Illinois",11.6
"2616",1979,"Indiana",3.67
"2617",1979,"Iowa",0.53
"2618",1979,"Kansas",3.14
"2619",1979,"Kentucky",1.63
"2620",1979,"Louisiana",6.2
"2621",1979,"Maine",1.89
"2622",1979,"Maryland",0.38
"2623",1979,"Massachusetts",0.49
"2624",1979,"Michigan",9.43
"2625",1979,"Minnesota",29.85
"2626",1979,"Mississippi",1.08
"2627",1979,"Missouri",9.72
"2628",1979,"Montana",7.87
"2629",1979,"Nebraska",4.26
"2630",1979,"Nevada",2.61
"2631",1979,"New Hampshire",3.18
"2632",1979,"New Jersey",0.66
"2633",1979,"New Mexico",3.15
"2634",1979,"New York",8.94
"2635",1979,"North Carolina",1.97
"2636",1979,"North Dakota",2.6
"2637",1979,"Ohio",3.02
"2638",1979,"Oklahoma",0.85
"2639",1979,"Oregon",2.78
"2640",1979,"Pennsylvania",0.57
"2641",1979,"Rhode Island",10.88
"2642",1979,"South Carolina",3.35
"2643",1979,"South Dakota",0.28
"2644",1979,"Tennessee",1.73
"2645",1979,"Texas",4.54
"2646",1979,"Utah",1.52
"2647",1979,"Vermont",23.31
"2648",1979,"Virginia",6.01
"2649",1979,"Washington",25.15
"2650",1979,"West Virginia",4.54
"2651",1979,"Wisconsin",13.76
"2652",1979,"Wyoming",0.43
"2653",1980,"Alabama",0.57
"2654",1980,"Alaska",1.44
"2655",1980,"Arizona",11.63
"2656",1980,"Arkansas",0.76
"2657",1980,"California",3.65
"2658",1980,"Colorado",0.77
"2659",1980,"Connecticut",0.85
"2660",1980,"Delaware",0.68
"2661",1980,"District Of Columbia",0.79
"2662",1980,"Florida",4.04
"2663",1980,"Georgia",15.19
"2664",1980,"Hawaii",0.9
"2665",1980,"Idaho",NA
"2666",1980,"Illinois",2.97
"2667",1980,"Indiana",2.01
"2668",1980,"Iowa",0.06
"2669",1980,"Kansas",3.11
"2670",1980,"Kentucky",1.75
"2671",1980,"Louisiana",0.43
"2672",1980,"Maine",4.22
"2673",1980,"Maryland",1.98
"2674",1980,"Massachusetts",0.98
"2675",1980,"Michigan",3.02
"2676",1980,"Minnesota",26.87
"2677",1980,"Mississippi",3.91
"2678",1980,"Missouri",1
"2679",1980,"Montana",0.26
"2680",1980,"Nebraska",4.93
"2681",1980,"Nevada",1.43
"2682",1980,"New Hampshire",26.69
"2683",1980,"New Jersey",8.92
"2684",1980,"New Mexico",0.99
"2685",1980,"New York",11.01
"2686",1980,"North Carolina",2.21
"2687",1980,"North Dakota",NA
"2688",1980,"Ohio",3.54
"2689",1980,"Oklahoma",22.66
"2690",1980,"Oregon",0.08
"2691",1980,"Pennsylvania",9.49
"2692",1980,"Rhode Island",0.2
"2693",1980,"South Carolina",5.02
"2694",1980,"South Dakota",NA
"2695",1980,"Tennessee",3.83
"2696",1980,"Texas",1.34
"2697",1980,"Utah",2.98
"2698",1980,"Vermont",41.88
"2699",1980,"Virginia",6.57
"2700",1980,"Washington",4.05
"2701",1980,"West Virginia",1.75
"2702",1980,"Wisconsin",31.29
"2703",1980,"Wyoming",NA
"2704",1981,"Alabama",NA
"2705",1981,"Alaska",NA
"2706",1981,"Arizona",0.36
"2707",1981,"Arkansas",0.59
"2708",1981,"California",1.4
"2709",1981,"Colorado",0.25
"2710",1981,"Connecticut",0.27
"2711",1981,"Delaware",NA
"2712",1981,"District Of Columbia",0.32
"2713",1981,"Florida",2.89
"2714",1981,"Georgia",1.95
"2715",1981,"Hawaii",0.8
"2716",1981,"Idaho",0.2
"2717",1981,"Illinois",0.26
"2718",1981,"Indiana",0.34
"2719",1981,"Iowa",0.03
"2720",1981,"Kansas",0.04
"2721",1981,"Kentucky",0.03
"2722",1981,"Louisiana",0.1
"2723",1981,"Maine",0.45
"2724",1981,"Maryland",0.11
"2725",1981,"Massachusetts",1.05
"2726",1981,"Michigan",0.35
"2727",1981,"Minnesota",0.17
"2728",1981,"Mississippi",NA
"2729",1981,"Missouri",0.02
"2730",1981,"Montana",NA
"2731",1981,"Nebraska",0.25
"2732",1981,"Nevada",1.58
"2733",1981,"New Hampshire",0.98
"2734",1981,"New Jersey",0.77
"2735",1981,"New Mexico",1.1
"2736",1981,"New York",1.97
"2737",1981,"North Carolina",0.1
"2738",1981,"North Dakota",NA
"2739",1981,"Ohio",0.2
"2740",1981,"Oklahoma",0.24
"2741",1981,"Oregon",0.2
"2742",1981,"Pennsylvania",4.33
"2743",1981,"Rhode Island",NA
"2744",1981,"South Carolina",NA
"2745",1981,"South Dakota",NA
"2746",1981,"Tennessee",0.08
"2747",1981,"Texas",6.03
"2748",1981,"Utah",NA
"2749",1981,"Vermont",0.38
"2750",1981,"Virginia",0.24
"2751",1981,"Washington",0.1
"2752",1981,"West Virginia",0.6
"2753",1981,"Wisconsin",0.12
"2754",1981,"Wyoming",0.2
"2755",1982,"Alabama",0.05
"2756",1982,"Alaska",0.2
"2757",1982,"Arizona",0.53
"2758",1982,"Arkansas",NA
"2759",1982,"California",3.16
"2760",1982,"Colorado",0.22
"2761",1982,"Connecticut",0.24
"2762",1982,"Delaware",NA
"2763",1982,"District Of Columbia",0.16
"2764",1982,"Florida",2.01
"2765",1982,"Georgia",NA
"2766",1982,"Hawaii",0.5
"2767",1982,"Idaho",NA
"2768",1982,"Illinois",0.24
"2769",1982,"Indiana",0.06
"2770",1982,"Iowa",NA
"2771",1982,"Kansas",1.82
"2772",1982,"Kentucky",0.06
"2773",1982,"Louisiana",0.34
"2774",1982,"Maine",NA
"2775",1982,"Maryland",0.1
"2776",1982,"Massachusetts",0.1
"2777",1982,"Michigan",0.6
"2778",1982,"Minnesota",NA
"2779",1982,"Mississippi",0.16
"2780",1982,"Missouri",0.04
"2781",1982,"Montana",NA
"2782",1982,"Nebraska",0.19
"2783",1982,"Nevada",NA
"2784",1982,"New Hampshire",0.5
"2785",1982,"New Jersey",0.08
"2786",1982,"New Mexico",NA
"2787",1982,"New York",1.09
"2788",1982,"North Carolina",0.04
"2789",1982,"North Dakota",NA
"2790",1982,"Ohio",0.03
"2791",1982,"Oklahoma",0.99
"2792",1982,"Oregon",0.72
"2793",1982,"Pennsylvania",0.07
"2794",1982,"Rhode Island",NA
"2795",1982,"South Carolina",NA
"2796",1982,"South Dakota",NA
"2797",1982,"Tennessee",0.12
"2798",1982,"Texas",1.15
"2799",1982,"Utah",0.19
"2800",1982,"Vermont",0.38
"2801",1982,"Virginia",0.15
"2802",1982,"Washington",0.85
"2803",1982,"West Virginia",0.1
"2804",1982,"Wisconsin",0.02
"2805",1982,"Wyoming",NA
"2806",1983,"Alabama",0.03
"2807",1983,"Alaska",NA
"2808",1983,"Arizona",NA
"2809",1983,"Arkansas",0.04
"2810",1983,"California",0.59
"2811",1983,"Colorado",NA
"2812",1983,"Connecticut",NA
"2813",1983,"Delaware",NA
"2814",1983,"District Of Columbia",NA
"2815",1983,"Florida",1.48
"2816",1983,"Georgia",0.14
"2817",1983,"Hawaii",0.1
"2818",1983,"Idaho",0.1
"2819",1983,"Illinois",1.72
"2820",1983,"Indiana",6.78
"2821",1983,"Iowa",NA
"2822",1983,"Kansas",NA
"2823",1983,"Kentucky",NA
"2824",1983,"Louisiana",0.09
"2825",1983,"Maine",NA
"2826",1983,"Maryland",0.17
"2827",1983,"Massachusetts",0.15
"2828",1983,"Michigan",0.03
"2829",1983,"Minnesota",NA
"2830",1983,"Mississippi",0.08
"2831",1983,"Missouri",0.04
"2832",1983,"Montana",NA
"2833",1983,"Nebraska",NA
"2834",1983,"Nevada",0.22
"2835",1983,"New Hampshire",NA
"2836",1983,"New Jersey",0.36
"2837",1983,"New Mexico",NA
"2838",1983,"New York",0.21
"2839",1983,"North Carolina",NA
"2840",1983,"North Dakota",NA
"2841",1983,"Ohio",0.83
"2842",1983,"Oklahoma",0.03
"2843",1983,"Oregon",0.4
"2844",1983,"Pennsylvania",NA
"2845",1983,"Rhode Island",NA
"2846",1983,"South Carolina",NA
"2847",1983,"South Dakota",NA
"2848",1983,"Tennessee",0.02
"2849",1983,"Texas",0.24
"2850",1983,"Utah",0.61
"2851",1983,"Vermont",NA
"2852",1983,"Virginia",0.37
"2853",1983,"Washington",0.7
"2854",1983,"West Virginia",0.05
"2855",1983,"Wisconsin",NA
"2856",1983,"Wyoming",NA
"2857",1984,"Alabama",NA
"2858",1984,"Alaska",NA
"2859",1984,"Arizona",NA
"2860",1984,"Arkansas",0.38
"2861",1984,"California",1.2
"2862",1984,"Colorado",NA
"2863",1984,"Connecticut",0.31
"2864",1984,"Delaware",NA
"2865",1984,"District Of Columbia",NA
"2866",1984,"Florida",0.16
"2867",1984,"Georgia",0.06
"2868",1984,"Hawaii",16.64
"2869",1984,"Idaho",NA
"2870",1984,"Illinois",1.36
"2871",1984,"Indiana",0.04
"2872",1984,"Iowa",NA
"2873",1984,"Kansas",NA
"2874",1984,"Kentucky",0.03
"2875",1984,"Louisiana",0.18
"2876",1984,"Maine",NA
"2877",1984,"Maryland",0.3
"2878",1984,"Massachusetts",1.46
"2879",1984,"Michigan",3.3
"2880",1984,"Minnesota",1.08
"2881",1984,"Mississippi",NA
"2882",1984,"Missouri",0.12
"2883",1984,"Montana",NA
"2884",1984,"Nebraska",NA
"2885",1984,"Nevada",NA
"2886",1984,"New Hampshire",3.3
"2887",1984,"New Jersey",0.07
"2888",1984,"New Mexico",5.09
"2889",1984,"New York",0.84
"2890",1984,"North Carolina",NA
"2891",1984,"North Dakota",NA
"2892",1984,"Ohio",0.1
"2893",1984,"Oklahoma",0.27
"2894",1984,"Oregon",NA
"2895",1984,"Pennsylvania",0.04
"2896",1984,"Rhode Island",NA
"2897",1984,"South Carolina",NA
"2898",1984,"South Dakota",NA
"2899",1984,"Tennessee",NA
"2900",1984,"Texas",3.33
"2901",1984,"Utah",1.69
"2902",1984,"Vermont",0.76
"2903",1984,"Virginia",0.07
"2904",1984,"Washington",3.91
"2905",1984,"West Virginia",NA
"2906",1984,"Wisconsin",0.65
"2907",1984,"Wyoming",NA
"2908",1985,"Alabama",NA
"2909",1985,"Alaska",NA
"2910",1985,"Arizona",7.49
"2911",1985,"Arkansas",NA
"2912",1985,"California",0.92
"2913",1985,"Colorado",0.27
"2914",1985,"Connecticut",0.18
"2915",1985,"Delaware",NA
"2916",1985,"District Of Columbia",4.39
"2917",1985,"Florida",0.99
"2918",1985,"Georgia",0.13
"2919",1985,"Hawaii",2.33
"2920",1985,"Idaho",6.25
"2921",1985,"Illinois",2.43
"2922",1985,"Indiana",0.06
"2923",1985,"Iowa",NA
"2924",1985,"Kansas",0.04
"2925",1985,"Kentucky",0.05
"2926",1985,"Louisiana",0.95
"2927",1985,"Maine",NA
"2928",1985,"Maryland",2.53
"2929",1985,"Massachusetts",1.37
"2930",1985,"Michigan",0.75
"2931",1985,"Minnesota",NA
"2932",1985,"Mississippi",0.04
"2933",1985,"Missouri",0.02
"2934",1985,"Montana",20.52
"2935",1985,"Nebraska",NA
"2936",1985,"Nevada",NA
"2937",1985,"New Hampshire",NA
"2938",1985,"New Jersey",0.31
"2939",1985,"New Mexico",0.28
"2940",1985,"New York",0.92
"2941",1985,"North Carolina",0.14
"2942",1985,"North Dakota",0.15
"2943",1985,"Ohio",NA
"2944",1985,"Oklahoma",NA
"2945",1985,"Oregon",0.19
"2946",1985,"Pennsylvania",0.33
"2947",1985,"Rhode Island",NA
"2948",1985,"South Carolina",0.03
"2949",1985,"South Dakota",NA
"2950",1985,"Tennessee",NA
"2951",1985,"Texas",2.56
"2952",1985,"Utah",NA
"2953",1985,"Vermont",NA
"2954",1985,"Virginia",0.47
"2955",1985,"Washington",1.99
"2956",1985,"West Virginia",2.51
"2957",1985,"Wisconsin",1.2
"2958",1985,"Wyoming",1.01
"2959",1986,"Alabama",0.02
"2960",1986,"Alaska",NA
"2961",1986,"Arizona",7.45
"2962",1986,"Arkansas",12.21
"2963",1986,"California",1.52
"2964",1986,"Colorado",0.15
"2965",1986,"Connecticut",0.27
"2966",1986,"Delaware",0.16
"2967",1986,"District Of Columbia",NA
"2968",1986,"Florida",3.38
"2969",1986,"Georgia",1.49
"2970",1986,"Hawaii",2.78
"2971",1986,"Idaho",0.1
"2972",1986,"Illinois",3.67
"2973",1986,"Indiana",0.7
"2974",1986,"Iowa",5.1
"2975",1986,"Kansas",4.04
"2976",1986,"Kentucky",0.08
"2977",1986,"Louisiana",0.08
"2978",1986,"Maine",1.26
"2979",1986,"Maryland",0.76
"2980",1986,"Massachusetts",0.63
"2981",1986,"Michigan",1.16
"2982",1986,"Minnesota",0.84
"2983",1986,"Mississippi",0.4
"2984",1986,"Missouri",0.62
"2985",1986,"Montana",0.24
"2986",1986,"Nebraska",NA
"2987",1986,"Nevada",0.3
"2988",1986,"New Hampshire",2.62
"2989",1986,"New Jersey",11.6
"2990",1986,"New Mexico",2.6
"2991",1986,"New York",5.31
"2992",1986,"North Carolina",0.07
"2993",1986,"North Dakota",3.17
"2994",1986,"Ohio",NA
"2995",1986,"Oklahoma",0.99
"2996",1986,"Oregon",0.26
"2997",1986,"Pennsylvania",0.25
"2998",1986,"Rhode Island",0.2
"2999",1986,"South Carolina",7.54
"3000",1986,"South Dakota",NA
"3001",1986,"Tennessee",1.2
"3002",1986,"Texas",2.27
"3003",1986,"Utah",0.78
"3004",1986,"Vermont",NA
"3005",1986,"Virginia",0.85
"3006",1986,"Washington",4.71
"3007",1986,"West Virginia",0.11
"3008",1986,"Wisconsin",5.85
"3009",1986,"Wyoming",NA
"3010",1987,"Alabama",0.09
"3011",1987,"Alaska",NA
"3012",1987,"Arizona",1
"3013",1987,"Arkansas",NA
"3014",1987,"California",2.68
"3015",1987,"Colorado",0.27
"3016",1987,"Connecticut",0.66
"3017",1987,"Delaware",3.09
"3018",1987,"District Of Columbia",NA
"3019",1987,"Florida",0.72
"3020",1987,"Georgia",0.15
"3021",1987,"Hawaii",0.18
"3022",1987,"Idaho",NA
"3023",1987,"Illinois",1.7
"3024",1987,"Indiana",NA
"3025",1987,"Iowa",NA
"3026",1987,"Kansas",NA
"3027",1987,"Kentucky",NA
"3028",1987,"Louisiana",NA
"3029",1987,"Maine",0.25
"3030",1987,"Maryland",0.22
"3031",1987,"Massachusetts",1.09
"3032",1987,"Michigan",0.3
"3033",1987,"Minnesota",0.65
"3034",1987,"Mississippi",0.16
"3035",1987,"Missouri",3.76
"3036",1987,"Montana",17.11
"3037",1987,"Nebraska",NA
"3038",1987,"Nevada",0.19
"3039",1987,"New Hampshire",16.24
"3040",1987,"New Jersey",0.5
"3041",1987,"New Mexico",10.55
"3042",1987,"New York",2.47
"3043",1987,"North Carolina",0.23
"3044",1987,"North Dakota",NA
"3045",1987,"Ohio",0.01
"3046",1987,"Oklahoma",0.12
"3047",1987,"Oregon",3.01
"3048",1987,"Pennsylvania",0.26
"3049",1987,"Rhode Island",0.2
"3050",1987,"South Carolina",0.06
"3051",1987,"South Dakota",NA
"3052",1987,"Tennessee",NA
"3053",1987,"Texas",2.51
"3054",1987,"Utah",NA
"3055",1987,"Vermont",3.99
"3056",1987,"Virginia",0.02
"3057",1987,"Washington",1.01
"3058",1987,"West Virginia",NA
"3059",1987,"Wisconsin",3.02
"3060",1987,"Wyoming",NA
"3061",1988,"Alabama",0.02
"3062",1988,"Alaska",0.18
"3063",1988,"Arizona",0.08
"3064",1988,"Arkansas",NA
"3065",1988,"California",2.48
"3066",1988,"Colorado",3.53
"3067",1988,"Connecticut",0.51
"3068",1988,"Delaware",NA
"3069",1988,"District Of Columbia",NA
"3070",1988,"Florida",1.32
"3071",1988,"Georgia",NA
"3072",1988,"Hawaii",1.81
"3073",1988,"Idaho",NA
"3074",1988,"Illinois",0.47
"3075",1988,"Indiana",1.04
"3076",1988,"Iowa",NA
"3077",1988,"Kansas",0.04
"3078",1988,"Kentucky",0.95
"3079",1988,"Louisiana",NA
"3080",1988,"Maine",0.66
"3081",1988,"Maryland",0.3
"3082",1988,"Massachusetts",0.09
"3083",1988,"Michigan",0.32
"3084",1988,"Minnesota",0.48
"3085",1988,"Mississippi",1.27
"3086",1988,"Missouri",0.41
"3087",1988,"Montana",9.66
"3088",1988,"Nebraska",NA
"3089",1988,"Nevada",NA
"3090",1988,"New Hampshire",10.23
"3091",1988,"New Jersey",4.25
"3092",1988,"New Mexico",NA
"3093",1988,"New York",0.54
"3094",1988,"North Carolina",0.03
"3095",1988,"North Dakota",NA
"3096",1988,"Ohio",0.88
"3097",1988,"Oklahoma",0.25
"3098",1988,"Oregon",1.3
"3099",1988,"Pennsylvania",4.4
"3100",1988,"Rhode Island",NA
"3101",1988,"South Carolina",NA
"3102",1988,"South Dakota",NA
"3103",1988,"Tennessee",0.02
"3104",1988,"Texas",0.09
"3105",1988,"Utah",NA
"3106",1988,"Vermont",NA
"3107",1988,"Virginia",3.48
"3108",1988,"Washington",0.15
"3109",1988,"West Virginia",0.33
"3110",1988,"Wisconsin",NA
"3111",1988,"Wyoming",NA
"3112",1989,"Alabama",1.46
"3113",1989,"Alaska",NA
"3114",1989,"Arizona",3.96
"3115",1989,"Arkansas",0.21
"3116",1989,"California",7.34
"3117",1989,"Colorado",3.02
"3118",1989,"Connecticut",6.53
"3119",1989,"Delaware",5.4
"3120",1989,"District Of Columbia",6.74
"3121",1989,"Florida",1.6
"3122",1989,"Georgia",0.27
"3123",1989,"Hawaii",2.79
"3124",1989,"Idaho",0.8
"3125",1989,"Illinois",22.32
"3126",1989,"Indiana",2.02
"3127",1989,"Iowa",0.45
"3128",1989,"Kansas",4.75
"3129",1989,"Kentucky",1.17
"3130",1989,"Louisiana",2.79
"3131",1989,"Maine",NA
"3132",1989,"Maryland",2.48
"3133",1989,"Massachusetts",1.79
"3134",1989,"Michigan",4.23
"3135",1989,"Minnesota",0.16
"3136",1989,"Mississippi",0.04
"3137",1989,"Missouri",9.97
"3138",1989,"Montana",1.63
"3139",1989,"Nebraska",6.65
"3140",1989,"Nevada",0.99
"3141",1989,"New Hampshire",1.44
"3142",1989,"New Jersey",5.28
"3143",1989,"New Mexico",1.4
"3144",1989,"New York",1.63
"3145",1989,"North Carolina",2.99
"3146",1989,"North Dakota",NA
"3147",1989,"Ohio",25.09
"3148",1989,"Oklahoma",4.03
"3149",1989,"Oregon",1.45
"3150",1989,"Pennsylvania",2
"3151",1989,"Rhode Island",3.9
"3152",1989,"South Carolina",0.52
"3153",1989,"South Dakota",NA
"3154",1989,"Tennessee",2.85
"3155",1989,"Texas",18.43
"3156",1989,"Utah",6.9
"3157",1989,"Vermont",0.18
"3158",1989,"Virginia",0.42
"3159",1989,"Washington",1.06
"3160",1989,"West Virginia",2.95
"3161",1989,"Wisconsin",6.44
"3162",1989,"Wyoming",NA
"3163",1990,"Alabama",0.65
"3164",1990,"Alaska",4.86
"3165",1990,"Arizona",7.72
"3166",1990,"Arkansas",1.74
"3167",1990,"California",31.99
"3168",1990,"Colorado",4.17
"3169",1990,"Connecticut",5.7
"3170",1990,"Delaware",1.35
"3171",1990,"District Of Columbia",3.66
"3172",1990,"Florida",2.87
"3173",1990,"Georgia",5.5
"3174",1990,"Hawaii",3.69
"3175",1990,"Idaho",2.19
"3176",1990,"Illinois",9.05
"3177",1990,"Indiana",4.49
"3178",1990,"Iowa",0.96
"3179",1990,"Kansas",9.46
"3180",1990,"Kentucky",1.14
"3181",1990,"Louisiana",NA
"3182",1990,"Maine",0.32
"3183",1990,"Maryland",4.24
"3184",1990,"Massachusetts",0.54
"3185",1990,"Michigan",4.04
"3186",1990,"Minnesota",9.21
"3187",1990,"Mississippi",0.5
"3188",1990,"Missouri",1.04
"3189",1990,"Montana",NA
"3190",1990,"Nebraska",5
"3191",1990,"Nevada",17.71
"3192",1990,"New Hampshire",NA
"3193",1990,"New Jersey",2.47
"3194",1990,"New Mexico",6.66
"3195",1990,"New York",4.48
"3196",1990,"North Carolina",0.71
"3197",1990,"North Dakota",NA
"3198",1990,"Ohio",5.22
"3199",1990,"Oklahoma",5.6
"3200",1990,"Oregon",1.35
"3201",1990,"Pennsylvania",3.77
"3202",1990,"Rhode Island",2.99
"3203",1990,"South Carolina",0.12
"3204",1990,"South Dakota",2.29
"3205",1990,"Tennessee",1.93
"3206",1990,"Texas",22.86
"3207",1990,"Utah",8.5
"3208",1990,"Vermont",NA
"3209",1990,"Virginia",1.22
"3210",1990,"Washington",6.71
"3211",1990,"West Virginia",0.33
"3212",1990,"Wisconsin",13.39
"3213",1990,"Wyoming",NA
"3214",1991,"Alabama",0.02
"3215",1991,"Alaska",0.18
"3216",1991,"Arizona",9.04
"3217",1991,"Arkansas",NA
"3218",1991,"California",6.49
"3219",1991,"Colorado",0.33
"3220",1991,"Connecticut",0.69
"3221",1991,"Delaware",2.81
"3222",1991,"District Of Columbia",NA
"3223",1991,"Florida",2.21
"3224",1991,"Georgia",0.23
"3225",1991,"Hawaii",1.95
"3226",1991,"Idaho",42.15
"3227",1991,"Illinois",0.05
"3228",1991,"Indiana",0.09
"3229",1991,"Iowa",0.59
"3230",1991,"Kansas",0.36
"3231",1991,"Kentucky",0.69
"3232",1991,"Louisiana",NA
"3233",1991,"Maine",0.56
"3234",1991,"Maryland",3.66
"3235",1991,"Massachusetts",0.72
"3236",1991,"Michigan",0.36
"3237",1991,"Minnesota",0.63
"3238",1991,"Mississippi",NA
"3239",1991,"Missouri",NA
"3240",1991,"Montana",NA
"3241",1991,"Nebraska",NA
"3242",1991,"Nevada",1.47
"3243",1991,"New Hampshire",NA
"3244",1991,"New Jersey",13.05
"3245",1991,"New Mexico",4.92
"3246",1991,"New York",7.8
"3247",1991,"North Carolina",0.64
"3248",1991,"North Dakota",NA
"3249",1991,"Ohio",0.11
"3250",1991,"Oklahoma",NA
"3251",1991,"Oregon",2.78
"3252",1991,"Pennsylvania",11.72
"3253",1991,"Rhode Island",0.4
"3254",1991,"South Carolina",0.37
"3255",1991,"South Dakota",NA
"3256",1991,"Tennessee",0.2
"3257",1991,"Texas",1.23
"3258",1991,"Utah",12.36
"3259",1991,"Vermont",0.71
"3260",1991,"Virginia",0.36
"3261",1991,"Washington",1.53
"3262",1991,"West Virginia",NA
"3263",1991,"Wisconsin",0.14
"3264",1991,"Wyoming",0.65
"3265",1992,"Alabama",NA
"3266",1992,"Alaska",0.68
"3267",1992,"Arizona",NA
"3268",1992,"Arkansas",NA
"3269",1992,"California",0.19
"3270",1992,"Colorado",0.64
"3271",1992,"Connecticut",0.06
"3272",1992,"Delaware",0.42
"3273",1992,"District Of Columbia",0.33
"3274",1992,"Florida",0.3
"3275",1992,"Georgia",0.04
"3276",1992,"Hawaii",4.24
"3277",1992,"Idaho",NA
"3278",1992,"Illinois",0.09
"3279",1992,"Indiana",0.22
"3280",1992,"Iowa",NA
